Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
PFIN,"P & F Industries, Inc.",8.28,$26.12M,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/pfin
PTSI,"P.A.M. Transportation Services, Inc.",61.04,$361.36M,1986,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/ptsi
PCAR,PACCAR Inc.,71.2,$24.67B,n/a,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/pcar
HERD,Pacer Cash Cows Fund of Funds ETF,24.4457,$2.44M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/herd
ECOW,Pacer Emerging Markets Cash Cows 100 ETF,25.04,$2.5M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ecow
VETS,Pacer Military Times Best Employers ETF,29.2364,$2.92M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vets
PACB,"Pacific Biosciences of California, Inc.",6.16,$940.48M,2010,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/pacb
PEIX,"Pacific Ethanol, Inc.",0.7603,$37.92M,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/peix
PMBC,Pacific Mercantile Bancorp,8.32,$183.19M,2000,Finance,Major Banks,https://www.nasdaq.com/symbol/pmbc
PPBI,Pacific Premier Bancorp Inc,30.63,$1.92B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ppbi
PCRX,"Pacira BioSciences, Inc.",43.18,$1.78B,2011,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/pcrx
PACW,PacWest Bancorp,38.35,$4.6B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/pacw
PLMR,"Palomar Holdings, Inc.",24.19,$567.71M,2019,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/plmr
PAAS,Pan American Silver Corp.,12.95,$2.71B,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/paas
PANL,Pangaea Logistics Solutions Ltd.,3.4,$151.18M,2013,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/panl
PZZA,"Papa John&#39;s International, Inc.",45.35,$1.44B,1993,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/pzza
PRTK,"Paratek Pharmaceuticals, Inc. ",4,$129.66M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/prtk
TEUM,Pareteum Corporation,2.83,$315.51M,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/teum
PNRL,Paringa Resources Limited,3.85,$35.52M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pnrl
PCYG,"Park City Group, Inc.",5.12,$101.74M,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/pcyg
PKBK,"Parke Bancorp, Inc.",23.37,$251.46M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/pkbk
PKOH,Park-Ohio Holdings Corp.,32.61,$411.93M,n/a,Capital Goods,Industrial Specialties,https://www.nasdaq.com/symbol/pkoh
PTNR,Partner Communications Company Ltd.,4.29,$703.52M,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/ptnr
PBHC,"Pathfinder Bancorp, Inc.",14.6437,$68.74M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/pbhc
PATK,"Patrick Industries, Inc.",48.05,$1.15B,n/a,Basic Industries,Forest Products,https://www.nasdaq.com/symbol/patk
PNBK,Patriot National Bancorp Inc.,14.92,$58.51M,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/pnbk
PATI,"Patriot Transportation Holding, Inc.",17.12,$57.31M,n/a,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/pati
PEGI,Pattern Energy Group Inc.,23.56,$2.32B,2013,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/pegi
PDCO,"Patterson Companies, Inc.",22.34,$2.13B,1992,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/pdco
PTEN,"Patterson-UTI Energy, Inc.",11.17,$2.33B,1993,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/pten
PAVM,PAVmed Inc.,1.09,$34.89M,2016,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/pavm
PAVMW,PAVmed Inc.,0.486,n/a,2016,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/pavmw
PAVMZ,PAVmed Inc.,0.38,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/pavmz
PAYX,"Paychex, Inc.",84.6,$30.4B,1983,Consumer Services,Diversified Commercial Services,https://www.nasdaq.com/symbol/payx
PCTY,Paylocity Holding Corporation,100.99,$5.35B,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/pcty
PYPL,"PayPal Holdings, Inc.",117.68,$138.27B,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/pypl
PAYS,"Paysign, Inc.",13.89,$656.05M,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/pays
PBBI,"PB Bancorp, Inc.",11.8,$87.88M,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/pbbi
CNXN,"PC Connection, Inc.",34.51,$909.66M,n/a,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/cnxn
PCB,PCB Bancorp,16.99,$272.13M,2018,Finance,Major Banks,https://www.nasdaq.com/symbol/pcb
PCIM,"PCI Media, Inc.",n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pcim
PCMI,"PCM, Inc.",35,$431.47M,n/a,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/pcmi
PCSB,PCSB Financial Corporation,19.93,$354.83M,2017,Finance,Banks,https://www.nasdaq.com/symbol/pcsb
PCTI,"PC-Tel, Inc.",5.2,$95.77M,1999,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/pcti
PDCE,"PDC Energy, Inc.",34.34,$2.28B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/pdce
PDFS,"PDF Solutions, Inc.",13.54,$439.08M,2001,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/pdfs
PDLI,"PDL BioPharma, Inc.",3.22,$388.51M,1992,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/pdli
PDLB,PDL Community Bancorp,14.24,$259.57M,2017,Finance,Savings Institutions,https://www.nasdaq.com/symbol/pdlb
PDSB,PDS Biotechnology Corporation,6.02,$31.17M,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/pdsb
ATEX,"pdvWireless, Inc.",47.73,$704.64M,2015,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/atex
SKIS,"Peak Resorts, Inc.",4.7,$71.28M,2014,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/skis
PGC,Peapack-Gladstone Financial Corporation,28.62,$556.55M,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/pgc
PEER,"PeerStream, Inc.",2.65,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/peer
PEGA,Pegasystems Inc.,73.64,$5.81B,1996,Technology,EDP Services,https://www.nasdaq.com/symbol/pega
PENN,"Penn National Gaming, Inc.",19.51,$2.29B,1994,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/penn
PVAC,Penn Virginia Corporation,29.54,$446.27M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/pvac
PFLT,PennantPark Floating Rate Capital Ltd.,11.63,$450.92M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pflt
PNNT,PennantPark Investment Corporation,6.36,$426.41M,2007,n/a,n/a,https://www.nasdaq.com/symbol/pnnt
PWOD,"Penns Woods Bancorp, Inc.",43.6,$204.58M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/pwod
WRLS,Pensare Acquisition Corp.,10.38,$334.07M,2017,Finance,Business Services,https://www.nasdaq.com/symbol/wrls
WRLSR,Pensare Acquisition Corp.,0.16,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/wrlsr
WRLSU,Pensare Acquisition Corp.,10.7,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/wrlsu
WRLSW,Pensare Acquisition Corp.,0.1694,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/wrlsw
PEBO,Peoples Bancorp Inc.,32.03,$662.78M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/pebo
PEBK,"Peoples Bancorp of North Carolina, Inc.",29,$172.71M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/pebk
PFIS,Peoples Financial Services Corp. ,44.78,$331.33M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/pfis
PBCT,"People&#39;s United Financial, Inc.",16.86,$6.72B,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/pbct
PBCTP,"People&#39;s United Financial, Inc.",26.88,$268.8M,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/pbctp
PUB,People&#39;s Utah Bancorp,29.82,$560.66M,2015,Finance,Major Banks,https://www.nasdaq.com/symbol/pub
KPFS,"Pepper Food Service Co., Ltd.",3.25,$339.22M,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/kpfs
PEP,"Pepsico, Inc.",133.99,$187.83B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/pep
PRCP,"Perceptron, Inc.",4.1,$39.54M,1992,Capital Goods,Electronic Components,https://www.nasdaq.com/symbol/prcp
PRFT,"Perficient, Inc.",34.57,$1.14B,1999,Technology,EDP Services,https://www.nasdaq.com/symbol/prft
DCIX,Performance Shipping Inc.,1.02,$27.29M,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/dcix
PFMT,Performant Financial Corporation,1.2,$63.78M,2012,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/pfmt
PERI,Perion Network Ltd,2.92,$75.95M,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/peri
PESI,"Perma-Fix Environmental Services, Inc.",3.9,$47.01M,n/a,Basic Industries,Environmental Services,https://www.nasdaq.com/symbol/pesi
PPIH,"Perma-Pipe International Holdings, Inc.",9.12,$72.17M,n/a,Capital Goods,Pollution Control Equipment,https://www.nasdaq.com/symbol/ppih
PSNL,"Personalis, Inc.",23,$684.28M,2019,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/psnl
PETQ,"PetIQ, Inc.",34.72,$979.16M,2017,Health Care,Other Pharmaceuticals,https://www.nasdaq.com/symbol/petq
PETS,"PetMed Express, Inc.",15.76,$317.15M,n/a,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/pets
PFSW,"PFSweb, Inc.",4.04,$78.43M,1999,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/pfsw
PGTI,"PGT Innovations, Inc.",17.19,$1B,2006,Capital Goods,Building Products,https://www.nasdaq.com/symbol/pgti
PHAS,"PhaseBio Pharmaceuticals, Inc.",13.65,$390.76M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/phas
PAHC,Phibro Animal Health Corporation,32.13,$1.3B,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/pahc
PHIO,Phio Pharmaceuticals Corp.,0.3823,$9.13M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/phio
PHIOW,Phio Pharmaceuticals Corp.,0.0338,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/phiow
PLAB,"Photronics, Inc.",8.48,$568.72M,1987,Technology,Semiconductors,https://www.nasdaq.com/symbol/plab
PHUN,"Phunware, Inc.",2.42,$94.11M,2016,Technology,EDP Services,https://www.nasdaq.com/symbol/phun
PHUNW,"Phunware, Inc.",0.32,n/a,2016,Technology,EDP Services,https://www.nasdaq.com/symbol/phunw
PICO,PICO Holdings Inc.,11.61,$235.1M,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/pico
PLL,Piedmont Lithium Limited,11.62,$64.96M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pll
PIRS,"Pieris Pharmaceuticals, Inc.",4.63,$228.08M,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/pirs
PPC,Pilgrim&#39;s Pride Corporation,26.99,$6.73B,n/a,Consumer Non-Durables,Meat/Poultry/Fish,https://www.nasdaq.com/symbol/ppc
PDD,Pinduoduo Inc.,20.09,$23.35B,2018,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/pdd
PME,Pingtan Marine Enterprise Ltd.,2.49,$196.85M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pme
PNFP,"Pinnacle Financial Partners, Inc.",57.33,$4.41B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/pnfp
PT,Pintec Technology Holdings Limited,3.25,$121.74M,2018,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/pt
PPSI,"Pioneer Power Solutions, Inc.",5.58,$48.69M,n/a,Consumer Durables,Electrical Products,https://www.nasdaq.com/symbol/ppsi
PXLW,"Pixelworks, Inc.",2.98,$111.88M,2000,Technology,Semiconductors,https://www.nasdaq.com/symbol/pxlw
PLYA,Playa Hotels & Resorts N.V.,7.98,$1.04B,n/a,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/plya
PLXS,Plexus Corp.,59.29,$1.78B,n/a,Technology,Electrical Products,https://www.nasdaq.com/symbol/plxs
PLUG,"Plug Power, Inc.",2.28,$559.55M,1999,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/plug
PLBC,Plumas Bancorp,24.3,$125.23M,n/a,Finance,Finance Companies,https://www.nasdaq.com/symbol/plbc
PS,"Pluralsight, Inc.",31.57,$4.37B,2018,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/ps
PSTI,"Pluristem Therapeutics, Inc.",0.5775,$86.5M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/psti
PLXP,PLx Pharma Inc.,6.99,$62.01M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/plxp
PNTR,Pointer Telocation Ltd.,14.93,$121.83M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/pntr
PCOM,"Points International, Ltd.",10.64,$146.15M,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/pcom
POLA,"Polar Power, Inc.",4.5,$45.64M,2016,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/pola
PTE,"PolarityTE, Inc.",5.55,$139.35M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/pte
POLY,PolyPid Ltd.,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/poly
POOL,Pool Corporation,193.33,$7.69B,1995,Consumer Durables,Industrial Specialties,https://www.nasdaq.com/symbol/pool
POPE,Pope Resources,68.7768,$300.07M,n/a,Consumer Non-Durables,Environmental Services,https://www.nasdaq.com/symbol/pope
BPOP,"Popular, Inc.",55.33,$5.35B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bpop
BPOPM,"Popular, Inc.",25.7887,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bpopm
BPOPN,"Popular, Inc.",27,$324M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bpopn
KCAPL,Portman Ridge Finance Corporation,25.23,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/kcapl
PTMN,Portman Ridge Finance Corporation,2.45,$91.52M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ptmn
PTLA,"Portola Pharmaceuticals, Inc.",26.48,$1.8B,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ptla
PPHI,"Positive Physicians Holdings, Inc.",14,$50.62M,2019,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/pphi
PBPB,Potbelly Corporation,5.03,$120.44M,2013,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/pbpb
PCH,PotlatchDeltic Corporation,40.43,$2.73B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/pch
POWL,"Powell Industries, Inc.",37.23,$430.1M,n/a,Consumer Durables,Electrical Products,https://www.nasdaq.com/symbol/powl
POWI,"Power Integrations, Inc.",80.81,$2.37B,1997,Technology,Semiconductors,https://www.nasdaq.com/symbol/powi
PBTS,"Powerbridge Technologies Co., Ltd.",3.51,$30.38M,2019,Technology,EDP Services,https://www.nasdaq.com/symbol/pbts
PRAA,"PRA Group, Inc.",28.45,$1.29B,2002,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/praa
PRAH,"PRA Health Sciences, Inc.",98.23,$6.45B,2014,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/prah
PRPO,"Precipio, Inc.",3.35,$19.83M,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/prpo
DTIL,"Precision BioSciences, Inc.",13.39,$674.34M,2019,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/dtil
POAI,Predictive Oncology Inc.,0.74,$22.7M,n/a,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/poai
PFBC,Preferred Bank,47.3,$724.92M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pfbc
PLPC,Preformed Line Products Company,56.42,$285.4M,n/a,Basic Industries,Water Supply,https://www.nasdaq.com/symbol/plpc
PFBI,"Premier Financial Bancorp, Inc.",15.66,$229.21M,1996,Finance,Major Banks,https://www.nasdaq.com/symbol/pfbi
PINC,"Premier, Inc.",39.23,$2.43B,2013,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/pinc
PSDO,"Presidio, Inc.",13.81,$1.14B,2017,Technology,Retail: Computer Software & Peripheral Equipment,https://www.nasdaq.com/symbol/psdo
PBIO,"Pressure BioSciences, Inc.",3.3,$3.64M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pbio
PRVL,Prevail Therapeutics Inc.,10.48,$356.29M,2019,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/prvl
PRGX,"PRGX Global, Inc.",6.7,$157.93M,1996,Consumer Services,Diversified Commercial Services,https://www.nasdaq.com/symbol/prgx
PSMT,"PriceSmart, Inc.",50.76,$1.55B,n/a,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/psmt
PNRG,PrimeEnergy Resources Corporation,129.95,$263.3M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/pnrg
PRMW,Primo Water Corporation,12.75,$497.89M,2010,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/prmw
PRIM,Primoris Services Corporation,21.04,$1.07B,n/a,Basic Industries,Water Supply,https://www.nasdaq.com/symbol/prim
PVAL,Principal Contrarian Value Index ETF,26.2961,$5.26M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pval
PFG,Principal Financial Group Inc,58.65,$16.34B,2001,Finance,Accident &Health Insurance,https://www.nasdaq.com/symbol/pfg
BTEC,Principal Healthcare Innovators Index ETF,34.1872,$56.41M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/btec
GENY,Principal Millennials Index ETF,38.1796,$21M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/geny
PSET,Principal Price Setters Index ETF,38.349,$36.43M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pset
PY,Principal Shareholder Yield Index ETF,32.0954,$14.44M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/py
PMOM,Principal Sustainable Momentum Index ETF,28.8001,$5.76M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pmom
USMC,Principal U.S. Mega-Cap Multi-Factor Index ETF,29.52,$1.65B,n/a,n/a,n/a,https://www.nasdaq.com/symbol/usmc
PSC,Principal U.S. Small-Cap Multi-Factor Index ETF,31.449,$355.37M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/psc
PRNB,Principia Biopharma Inc.,38.24,$912.66M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/prnb
PRTH,"Priority Technology Holdings, Inc.",7.45,$499.25M,2016,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/prth
PDEX,"Pro-Dex, Inc.",13.3,$54.7M,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/pdex
IPDN,"Professional Diversity Network, Inc.",2.18,$11.55M,2013,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/ipdn
PAAC,Proficient Alpha Acquisition Corp.,9.8,n/a,2019,Finance,Business Services,https://www.nasdaq.com/symbol/paac
PAACR,Proficient Alpha Acquisition Corp.,0.19,n/a,2019,Finance,Business Services,https://www.nasdaq.com/symbol/paacr
PAACU,Proficient Alpha Acquisition Corp.,10.0701,n/a,2019,Finance,Business Services,https://www.nasdaq.com/symbol/paacu
PAACW,Proficient Alpha Acquisition Corp.,0.11,n/a,2019,Finance,Business Services,https://www.nasdaq.com/symbol/paacw
PFIE,"Profire Energy, Inc.",1.6,$75.72M,n/a,Energy,Metal Fabrications,https://www.nasdaq.com/symbol/pfie
PGNX,Progenics Pharmaceuticals Inc.,5.89,$508.75M,1997,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/pgnx
PRGS,Progress Software Corporation,40.82,$1.82B,1991,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/prgs
LUNG,"ProLung, Inc.",n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/lung
PFPT,"Proofpoint, Inc.",125.29,$6.98B,2012,Technology,EDP Services,https://www.nasdaq.com/symbol/pfpt
PRPH,"ProPhase Labs, Inc.",2.0658,$23.88M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/prph
PRQR,ProQR Therapeutics N.V.,9.2,$357.8M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/prqr
EQRR,ProShares Equities for Rising Rates ETF,41.2775,$3.3M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/eqrr
BIB,ProShares Ultra Nasdaq Biotechnology,53.47,$229.92M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bib
UBIO,Proshares UltraPro Nasdaq Biotechnology,27.16,$32.59M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ubio
TQQQ,ProShares UltraPro QQQ,66.45,$4.16B,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tqqq
ZBIO,ProShares UltraPro Short NASDAQ Biotechnology,12.76,$1.8B,n/a,n/a,n/a,https://www.nasdaq.com/symbol/zbio
SQQQ,ProShares UltraPro Short QQQ,32.61,$941.49M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sqqq
BIS,ProShares UltraShort Nasdaq Biotechnology,16.49,$20.37M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bis
PSEC,Prospect Capital Corporation,6.55,$2.4B,2004,n/a,n/a,https://www.nasdaq.com/symbol/psec
PTGX,"Protagonist Therapeutics, Inc.",12.5,$292.45M,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ptgx
PTVCA,Protective Insurance Corporation,16.55,$243.16M,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/ptvca
PTVCB,Protective Insurance Corporation,17.67,$259.61M,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/ptvcb
PRTO,"Proteon Therapeutics, Inc.",0.439,$8.6M,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/prto
